source_id,title,url,source_class,year,route_section,km_start,km_end,route_match_confidence,evidence_class,access_status,expected_visual_count,subagent_origin,notes,harvest_batch
TK028,Official TikTok profile clip 20230907: It has BEGUN and we cant wait to see you on the trails tomorrow! @...,https://www.tiktok.com/@julianalpstrailrun/video/7276136189822831905,official TikTok video,2023,It has BEGUN and we cant wait to see you on the trails tomorrow! @...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK029,Official TikTok profile clip 20230905: Who agrees? Hands up! P.S. Only 3 days to go!,https://www.tiktok.com/@julianalpstrailrun/video/7275312999227772192,official TikTok video,2023,Who agrees? Hands up! P.S. Only 3 days to go!,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK030,Official TikTok profile clip 20230901: Only 7 days until we hit the trails of Julian Alps! Are you ready ...,https://www.tiktok.com/@julianalpstrailrun/video/7273839123440422177,official TikTok video,2023,Only 7 days until we hit the trails of Julian Alps! Are you ready ...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK031,"Official TikTok profile clip 20230829: Ever experienced a UTMB World Series event? If so, you'll get why it'...",https://www.tiktok.com/@julianalpstrailrun/video/7272784788396756257,official TikTok video,2023,"Ever experienced a UTMB World Series event? If so, you'll get why it'...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK032,"Official TikTok profile clip 20230824: Alright, procrastinators, here's your official LAST CHANCE to get in ...",https://www.tiktok.com/@julianalpstrailrun/video/7270905100988632353,official TikTok video,2023,"Alright, procrastinators, here's your official LAST CHANCE to get in ...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK033,Official TikTok profile clip 20230823: This is it! You can only register for Julian Alps Trail Run by UTMB 2...,https://www.tiktok.com/@julianalpstrailrun/video/7270600891273678112,official TikTok video,2023,This is it! You can only register for Julian Alps Trail Run by UTMB 2...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK034,Official TikTok profile clip 20230821: Want to experience jaw-dropping views and untouched nature in the ...,https://www.tiktok.com/@julianalpstrailrun/video/7269814829970476320,official TikTok video,2023,Want to experience jaw-dropping views and untouched nature in the ...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK035,Official TikTok profile clip 20230818: Weekend vibes are calling! It's time to recharge that soul of ours....,https://www.tiktok.com/@julianalpstrailrun/video/7268697935230078241,official TikTok video,2023,Weekend vibes are calling! It's time to recharge that soul of ours....,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK036,Official TikTok profile clip 20230816: Julian Alps Trail Run in 10 photos! Just a few weeks left before we'...,https://www.tiktok.com/@julianalpstrailrun/video/7267969115875216672,official TikTok video,2023,Julian Alps Trail Run in 10 photos! Just a few weeks left before we'...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK037,"Official TikTok profile clip 20230811: Whenever we're running through the pristine Julian Alps in Slovenia, ...",https://www.tiktok.com/@julianalpstrailrun/video/7266107340133305632,official TikTok video,2023,"Whenever we're running through the pristine Julian Alps in Slovenia, ...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK038,"Official TikTok profile clip 20230810: Would you believe I am having the time of my life? Sure, trail run ...",https://www.tiktok.com/@julianalpstrailrun/video/7265737071195671841,official TikTok video,2023,"Would you believe I am having the time of my life? Sure, trail run ...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK039,Official TikTok profile clip 20230807: 3 THINGS TO REMEMBER that will make your Julian Alps Trail Run WAY ...,https://www.tiktok.com/@julianalpstrailrun/video/7264655230388735264,official TikTok video,2023,3 THINGS TO REMEMBER that will make your Julian Alps Trail Run WAY ...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK040,"Official TikTok profile clip 20230802: Epic landscapes, a community like no other, and freakin awesome phot...",https://www.tiktok.com/@julianalpstrailrun/video/7262810885599579425,official TikTok video,2023,"Epic landscapes, a community like no other, and freakin awesome phot...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK041,Official TikTok profile clip 20230731: And what are you running on this Monday??,https://www.tiktok.com/@julianalpstrailrun/video/7262019622935858465,official TikTok video,2023,And what are you running on this Monday??,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK042,"Official TikTok profile clip 20230726: ATTENTION: More than 2200 registered runners, ALL distances at mor...",https://www.tiktok.com/@julianalpstrailrun/video/7260174581380566299,official TikTok video,2023,"ATTENTION: More than 2200 registered runners, ALL distances at mor...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK043,"Official TikTok profile clip 20230724: Confronting the unknown, our hearts pound with exhilaration at the st...",https://www.tiktok.com/@julianalpstrailrun/video/7259418066306583834,official TikTok video,2023,"Confronting the unknown, our hearts pound with exhilaration at the st...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK044,Official TikTok profile clip 20230721: Weekend fun is finally here and long mountain days are calling our na...,https://www.tiktok.com/@julianalpstrailrun/video/7258278849169886491,official TikTok video,2023,Weekend fun is finally here and long mountain days are calling our na...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK045,Official TikTok profile clip 20230720: Lost in the majestic embrace of the most pristine parts of Julian Alp...,https://www.tiktok.com/@julianalpstrailrun/video/7257926552753622298,official TikTok video,2023,Lost in the majestic embrace of the most pristine parts of Julian Alp...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK046,Official TikTok profile clip 20230718: And how many times a day do you think about trail running? We cant...,https://www.tiktok.com/@julianalpstrailrun/video/7257103096029941018,official TikTok video,2023,And how many times a day do you think about trail running? We cant...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK047,"Official TikTok profile clip 20230712: Momma was right, these shoes are taking me places! ...",https://www.tiktok.com/@julianalpstrailrun/video/7255018890235858202,official TikTok video,2023,"Momma was right, these shoes are taking me places! ...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK048,Official TikTok profile clip 20230707: WOW! More than 2000 registered runners from 60 countries around the g...,https://www.tiktok.com/@julianalpstrailrun/video/7253040290246692123,official TikTok video,2023,WOW! More than 2000 registered runners from 60 countries around the g...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK049,"Official TikTok profile clip 20230704: When the countdown begins, emotions go off the trail. Who else lives...",https://www.tiktok.com/@julianalpstrailrun/video/7251954004643646747,official TikTok video,2023,"When the countdown begins, emotions go off the trail. Who else lives...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK050,"Official TikTok profile clip 20230629: Its true, Julian Alps Trail Run by @UTMB World Series is not for eve...",https://www.tiktok.com/@julianalpstrailrun/video/7250176376806935835,official TikTok video,2023,"Its true, Julian Alps Trail Run by @UTMB World Series is not for eve...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK051,"Official TikTok profile clip 20230628: If youre not into wild and slightly crazy trail run adventures, that...",https://www.tiktok.com/@julianalpstrailrun/video/7249736217254825243,official TikTok video,2023,"If youre not into wild and slightly crazy trail run adventures, that...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK052,"Official TikTok profile clip 20230626: Hold on tight, cause the beauty of Julian Alps is about to blow your...",https://www.tiktok.com/@julianalpstrailrun/video/7249029194485681435,official TikTok video,2023,"Hold on tight, cause the beauty of Julian Alps is about to blow your...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK053,Official TikTok profile clip 20230623: Confessions of a trail run addict: When This is it for this year ac...,https://www.tiktok.com/@julianalpstrailrun/video/7247863325176958235,official TikTok video,2023,Confessions of a trail run addict: When This is it for this year ac...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK054,Official TikTok profile clip 20230620: Running on Empty? Not on our watch! Our pit stops are more than just ...,https://www.tiktok.com/@julianalpstrailrun/video/7246795052570184986,official TikTok video,2023,Running on Empty? Not on our watch! Our pit stops are more than just ...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK055,Official TikTok profile clip 20230614: Breathe and get ready to see these incredible things while running on...,https://www.tiktok.com/@julianalpstrailrun/video/7244563887499021595,official TikTok video,2023,Breathe and get ready to see these incredible things while running on...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK056,Official TikTok profile clip 20230609: Is being a a thing? Cuz we're almost there,https://www.tiktok.com/@julianalpstrailrun/video/7242676822415248667,official TikTok video,2023,Is being a a thing? Cuz we're almost there,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK057,Official TikTok profile clip 20230607: Trail running along the pristine Soca River on a sunny day = our def...,https://www.tiktok.com/@julianalpstrailrun/video/7241957739465936154,official TikTok video,2023,Trail running along the pristine Soca River on a sunny day = our def...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK058,"Official TikTok profile clip 20230531: Trail running, our daily love affair. Sometimes we just don't get i...",https://www.tiktok.com/@julianalpstrailrun/video/7239333499885473050,official TikTok video,2023,"Trail running, our daily love affair. Sometimes we just don't get i...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK059,"Official TikTok profile clip 20230529: Are you, are you Coming here with me To run by my side so we can be f...",https://www.tiktok.com/@julianalpstrailrun/video/7238610246241963290,official TikTok video,2023,"Are you, are you Coming here with me To run by my side so we can be f...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK060,Official TikTok profile clip 20230526: Who hasn't felt like Forrest Gump now and then? Let us know ...,https://www.tiktok.com/@julianalpstrailrun/video/7237505378412514586,official TikTok video,2023,Who hasn't felt like Forrest Gump now and then? Let us know ...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK061,"Official TikTok profile clip 20230524: Mom, look at all these daffodils! Not to brag, but that's just a ty...",https://www.tiktok.com/@julianalpstrailrun/video/7236803562255174938,official TikTok video,2023,"Mom, look at all these daffodils! Not to brag, but that's just a ty...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK062,Official TikTok profile clip 20230518: Don't register for the Julian Alps Trail Run in Slovenia if you hat...,https://www.tiktok.com/@julianalpstrailrun/video/7234597671686688027,official TikTok video,2023,Don't register for the Julian Alps Trail Run in Slovenia if you hat...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK063,Official TikTok profile clip 20230516: Theres no such thing as bad weather when youre running the Julian A...,https://www.tiktok.com/@julianalpstrailrun/video/7233779016082214171,official TikTok video,2023,Theres no such thing as bad weather when youre running the Julian A...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK064,"Official TikTok profile clip 20230512: If trail running is also your favorite thing ever, then we can be fri...",https://www.tiktok.com/@julianalpstrailrun/video/7232275352309992730,official TikTok video,2023,"If trail running is also your favorite thing ever, then we can be fri...",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK065,Official TikTok profile clip 20230509: Experience the ultimate trail running adventure in Slovenias breatht...,https://www.tiktok.com/@julianalpstrailrun/video/7231256789994491163,official TikTok video,2023,Experience the ultimate trail running adventure in Slovenias breatht...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK066,Official TikTok profile clip 20230503: The first hill is always the hardest... or so they say,https://www.tiktok.com/@julianalpstrailrun/video/7229020486322162970,official TikTok video,2023,The first hill is always the hardest... or so they say,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK067,Official TikTok profile clip 20230428: A good pair of trail running shoes and miles of dirt to conquer - thi...,https://www.tiktok.com/@julianalpstrailrun/video/7227154740814073115,official TikTok video,2023,A good pair of trail running shoes and miles of dirt to conquer - thi...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK068,Official TikTok profile clip 20230425: These badass trail running queens are inspiring us all to get out of...,https://www.tiktok.com/@julianalpstrailrun/video/7226002730685336858,official TikTok video,2023,These badass trail running queens are inspiring us all to get out of...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK069,Official TikTok profile clip 20230422: Happy Earth Day! Look at these breathtaking views of the Julian Alps ...,https://www.tiktok.com/@julianalpstrailrun/video/7224832814913522971,official TikTok video,2023,Happy Earth Day! Look at these breathtaking views of the Julian Alps ...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK070,Official TikTok profile clip 20230418: Every trail running race is a chance to prove yourself that you have ...,https://www.tiktok.com/@julianalpstrailrun/video/7223451824206957850,official TikTok video,2023,Every trail running race is a chance to prove yourself that you have ...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK071,Official TikTok profile clip 20230413: The soundtrack to our trail running journey,https://www.tiktok.com/@julianalpstrailrun/video/7221559023915552027,official TikTok video,2023,The soundtrack to our trail running journey,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK072,Official TikTok profile clip 20230410: Should we tell them?,https://www.tiktok.com/@julianalpstrailrun/video/7220475375980121371,official TikTok video,2023,Should we tell them?,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK073,Official TikTok profile clip 20230406: Experience the beauty of Slovenia like never before at the Julian Alp...,https://www.tiktok.com/@julianalpstrailrun/video/7218961902888701211,official TikTok video,2023,Experience the beauty of Slovenia like never before at the Julian Alp...,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK074,"Official TikTok profile clip 20230404: This is my moment, and Im making it count.",https://www.tiktok.com/@julianalpstrailrun/video/7218119322714098970,official TikTok video,2023,"This is my moment, and Im making it count.",0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
TK075,Official TikTok profile clip 20230330: Is The Hill speaking to you too??,https://www.tiktok.com/@julianalpstrailrun/video/7216354513010167066,official TikTok video,2023,Is The Hill speaking to you too??,0,124.5,official-broad,official social video context,public TikTok clip from successful profile enumeration; yt-dlp pipe extraction expected,video-derived frame/contact-sheet candidate,main TikTok profile enumeration,Enumerated from the official TikTok profile with yt-dlp on 2026-06-20 and retained to close the previous profile-enumeration gap. Harvest as a frame/contact sheet; route localization is broad unless caption/location text narrows it.,2026-06-20-continuation-video-photo-pass
